Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
.1......8.3.6...1.6..5.9...9.....8.7.5.7643....4....6....3.6....7.9..5.......1.9.,25,35,20,1,0,1,0,1,0,Expert
...1..6.8.......32.35.6.....4..51.........4.......2...5.98...1..8.9...64.6..35..9,25,48,8,0,0,0,0,0,0,Easy
...8..5.....5.97.88....7.93..6.5..1..15...93......6...97......1....2.......6...5.,24,73,29,2,3,2,1,4,6,Expert
2.169...4.9.1.....7.6....121.......5..7.63.......7...........4.4.5732..1..9.15...,27,46,8,0,0,0,0,0,0,Easy
9......8624.3.......6.1....49.....313.....6....7..82..........372...619.....4.7..,25,35,21,0,0,0,0,0,0,Easy
5..6.2.8......8......41.2...2.8.4..1.1..5.96.....9....6.8...5..25.1.6...1......7.,26,96,23,4,1,2,2,9,14,Expert
.3.4..5.......6..3..1.9.....46..12..3.8..2..9.1...4..8.2.1.5..............986..5.,25,48,8,0,0,0,0,0,0,Easy
.8.4..........9.8..93.8...6...63485.....2...7.....824......5.3..6..4.72.7..2.....,26,46,9,2,0,2,0,0,0,Intermediate
...71....5....2...7......3.1.5.7..6..3.8.1.47..73..8.5.......84.......7.6.84..5.3,27,50,19,0,0,1,0,2,2,Expert
9.2.31.76...8.2.9.................6...3.....1.47.9..83..6....481....8....9....21.,25,70,9,1,0,0,0,2,2,Expert
4......8..863.4.1.2.9.8.5.......96......2...83.......554..96..1.28........1..8...,26,78,19,2,0,0,0,11,14,Expert
...7..6....4..6..81.938.7...3.85.1.....69..5..........9.....3...5713......6...5.7,26,40,15,0,0,0,0,0,0,Easy
..3.75..8..7.....42..8........7..3......82...7..16....32...1.87.85....41...2..6.3,27,33,20,3,1,2,2,1,0,Expert
...1.........58......9..4.....53....8.564......9...1..23....9...5.46..13.68....5.,24,44,13,0,0,0,0,0,0,Easy
.5.4.....7..8.....62..37....8..7..2.3.4..8.......13..41...428.3..67...1..........,25,38,18,0,0,0,0,0,0,Easy
..9........7.2..61..6..9.2327.....5......8...6.53.1......7..3...3..6.2.....98....,24,59,16,1,1,0,0,4,4,Expert
..1.2...6.........963.................43..2..3.8167.....27...48....18....1...3.69,24,48,9,0,0,0,0,0,0,Easy
...9..3.1.8...2..7....589..1..54......3.......9837...5......57.2.....4.9...72....,25,44,12,0,0,0,0,0,0,Easy
3..6.9.2.....2...3..8..5..9439..8...68.2..........1.6....3..9.4.2..16.......8....,25,27,29,1,0,0,0,0,0,Intermediate
.98.3..7.......5417....4...9.......5..6..........1.3.7..98......1...549..3......6,23,68,11,1,0,1,0,3,2,Expert
.2..13.....5....31......2..54.7.....9.15.6...2.3.4.9.........7......21954..3.5...,26,53,15,5,0,1,2,2,2,Expert
..1.6..5..45...1..36.4...8.9...38......6......38......2..3..5...1..45..2.598.....,26,40,14,1,0,1,0,1,0,Expert
........73......5..1...4...7...3..1....58..3.8.19....5....9.6...576...4.6.8.1....,24,45,12,1,0,0,0,0,0,Intermediate
6....5....371......58.......869..5...7.......9.15..86....3.9.16.6...4...4....8...,25,56,0,0,0,0,0,0,0,Simple
73....98....9.7..5..2..63....5...8..19.5..2....679....6.9.........8...5..2...9...,25,39,17,0,0,0,0,0,0,Easy
478.......3.2.41...5..3..9..8..........9.....9..1..2.88.3..75.........1..1452....,25,51,5,0,0,0,0,0,0,Easy
.5.6...7..7.82...99.23..6.84..2.......7.4....2.3.......49.5..6.8..7...9.........3,26,42,11,1,0,0,0,2,0,Expert
3.917...4..1....8..4.6897.....83....9............9...7...2..1..8....697.6......2.,25,30,26,0,0,0,0,0,0,Easy
32..6.....8.7...2........6..6..1..8...3.2.....475......1.6..4.2..2.8.17..7....65.,26,45,10,1,1,0,0,0,0,Intermediate
..1.....96...8...4...3..........5.2..981.6...3.6..81..8..6.2.45.4......85.....3..,25,68,14,1,1,1,0,4,2,Expert
.........9..17..2.....2..6...17...9...8...2...7.5...8..9.3.16....72.581..1..8.3..,26,41,14,1,0,0,0,0,0,Intermediate
43......8.75.4...98.9...7.....87.4.3..1.........13.9.6.....9.......1....79.685...,26,47,8,0,0,0,0,0,0,Easy
....7.3.....6.....14.3..5....1..........528.36..4.8..2....6......4.......3.82.7..,22,46,13,0,0,0,0,0,0,Easy
.1..54..36....9.....5...1...9..1.87..349..........65....8.41.67.............75...,24,44,13,0,0,0,0,0,0,Easy
.3....84....498.2......37.675..6.....98.........75..8.8..2..6..9.6..7....24......,26,42,13,2,0,1,0,0,0,Intermediate
.....7951.........6.......8.9.7.3.2.87.65...9.2..1.7........61....291.3.7..5....2,27,72,27,1,1,1,2,8,14,Expert
1.8.7..4..3..9...5.5..3...6.6...4...41...6953.............1.5..9........5..3..1.9,25,39,17,1,0,3,1,0,0,Intermediate
716.......9...7...8.5...64...7..28..4...8....6..7.4.5...2..1..8.48.....2......7.1,26,32,23,1,0,0,0,0,0,Intermediate
.2.......4.....73..6...9.2.5...6....2.....4...94..2.5.3....5......3.4.768.5.2..93,26,54,1,0,0,0,0,0,0,Easy
3..7.......593.7....1.2.8.3.1....3.7.7.1..2...4.....8...92...4....3....1.....5...,24,48,24,1,1,3,0,3,2,Expert
....348.94.2.9.7..7....6.5.68.........5.......4..5.3....3.....852............5.6.,23,40,17,0,0,1,0,1,0,Expert
...34.....3.712..4.....8...49..7.1.66....9.823........1........8....6....7..9.2..,24,52,5,0,0,0,0,0,0,Easy
.....647.8.3...1......9....4.........2..6..4...9.217.3.1...9...7..63.....36.8.9..,25,49,7,0,0,0,0,0,0,Easy
..89..63.1..53.4..7..84..9..1....7...4.....1.8.....96.65..7.....8.1...........35.,26,55,0,0,0,0,0,0,0,Simple
15....6.7..48.5....6...1..2.....48....9.8...........51...5.........769247...4....,24,34,23,0,0,0,0,0,0,Easy
...2....7.7..6......9.....6.2..5.3795.......1.1.63.....6.7...2315.4..9...........,24,44,12,0,0,0,0,1,0,Expert
...9.25..9......23.1.........948.3.17.8.3.4.53...5...2825.....9.....8.4...4......,27,36,18,2,0,0,0,0,0,Intermediate
........6...9.7...2..81......9....31.1.73..4......98........3......46..2..12...67,23,53,5,0,0,0,0,0,0,Easy
.8..........31.9..7..6...8.....37....93..1..2..82....9...126.4.....843.6......7..,25,41,15,0,0,0,0,0,0,Easy
.9......8...4..76.46.5.2.39...8........756...7...9...3....2.6....9..8..7...93.4..,26,55,0,0,0,0,0,0,0,Simple
.......2.4..7....3....3.6..3...7.819....6..4...9.2.......1...848..9.623.........1,24,42,15,0,0,0,0,0,0,Easy
.......738.15..6...6..3.5...741.5.3...247......6.83..4......4..7........5.3..8.1.,27,62,14,1,0,0,0,7,4,Expert
...3...4...17..5...7...462.527.......639.1............3.4..7.92..6..2.5..5.......,25,53,3,0,0,0,0,0,0,Easy
4.....68.....2........3..197...6249.3..78..........7.86..1....7..8..93...5.6.....,25,101,3,1,2,3,0,5,4,Expert
19.......6......4.8.41...3...3...79......6.844...2......1...973.8..1.......9..6..,24,38,19,1,1,0,0,0,0,Intermediate
....9....9.1.8.7.6...6.4.....317..8......95.........19.7....43.61...3..7...54.9..,26,44,11,0,0,0,0,0,0,Easy
....78.2..1..6...44..2..5....7.....6.......5...6...731.2.5..84.6.8......5......1.,24,44,12,2,0,1,0,1,0,Expert
....84..368......2.5...718.734.2.56..2.....3......6..1...3.5......7......1....4..,25,39,20,2,1,1,1,2,2,Expert
1.....8...47..1259935....1....5.9.2...9.8..7.4.......5.8...5.....12....82.4..379.,30,45,19,4,0,2,0,3,2,Expert
..9..87.5..83.9....6.4...3.174.....9.....3...6.5....4....6.........8..5...6..5.91,25,39,16,0,1,0,0,1,0,Expert
.......41......3.25.6.32..9.95......2.36..9..8..1........2...5....39.8..6..8.....,24,53,4,0,0,0,0,0,0,Easy
7..4....22.4..5.6.69...2.75..2.4......83......3..2..98..9.........53.....6.....2.,25,39,17,0,0,0,0,0,0,Easy
...5.....71..4..9..2....8.62...8.........6..1......4..........9.5841.6..9.127.5.8,25,45,11,0,0,0,0,0,0,Easy
.2.5.........74..29...1..7.7...9.45..6.3.....4.51..9.65.6...........9......732...,25,68,14,3,0,0,0,4,4,Expert
.3.8.9..258.1.......4...5..29.3.4....15..82.....7.......95..17.1.3...9..75.......,27,41,13,0,0,0,0,0,0,Easy
3.....1.........534.....8.2....5........92...8.4....9.2..1...7..8793.2..9.3..5...,24,49,8,0,0,0,0,0,0,Easy
7...8....8.6.......3......52..6...8.6...43.51.....5.64.7.432...5.......3..45.6...,26,55,27,1,0,2,0,3,2,Expert
39147..8.8.43.6....7.9.....15.....97..9...4.1..........1......49..76..38......67.,28,34,19,0,0,0,0,0,0,Easy
8..74........6.42......8...1...73......1....6.43.2.1..........43..9..8...97....62,24,47,10,1,0,2,1,0,0,Intermediate
...4.......8.9..465....8.9.19...3...4....6.....6...5...3.87....9...1..5.615.3...7,26,49,6,0,0,0,0,0,0,Easy
..7.8.4.6....6189....7.......52.6...4..8...1.19.4.7..5.........568............14.,25,35,20,0,0,3,0,1,0,Expert
.....2..962.....7183.7.9...9..3....6.6.9.53.7..1.6...5......62..7.5..............,25,31,25,0,0,0,0,0,0,Easy
..7....3.24..5.7..96......2.79..6..........58..2..8.7.........3.94.6.8......2.546,26,49,6,0,0,0,0,0,0,Easy
...9...5....31........6............3..8..92..5.1..49...2.5...39.198....436....8..,24,52,5,0,0,0,0,0,0,Easy
7..8.5....4.........1.67..92.......8.6........9.5.826..876...1....1...45....8....,24,45,12,1,1,1,0,0,0,Intermediate
..9.....648.5.....1.6..8.7.89.24..........4.1.2...5.....7.1.5..........85....6..7,24,33,24,2,0,0,0,0,0,Intermediate
834.2..6.2...5.7.46..8...........6.7358..............3...4.6.7......51....1...4.5,25,39,17,0,0,0,0,0,0,Easy
.6..3......5............7.1..3.6..2......95.7...58.1...5.1...687..2.6.....9..8...,23,28,29,2,0,3,0,1,0,Expert
81........3..7....5......6818....7.3.7..5......9.3...1.91..23..3.....6..2......8.,24,43,14,0,0,0,0,0,0,Easy
.7.58.9.6...6..2...5.9...............9.....7.382..75....3.6.8...6..19..57..8....2,26,30,24,3,0,0,0,1,0,Expert
...37..1.2.7.5...9...1....53...6....78..35....5....2....8...63292.....78.......9.,26,146,30,3,1,1,0,19,30,Expert
2.....7..9.1.....5..........3.81...2..6......71..56......6..8....358....57.12.36.,25,43,13,0,1,1,0,0,0,Intermediate
4.1.567.........3.5..1.3....19.473....4.........81......7.69.......7...695......8,25,39,17,0,0,0,0,0,0,Easy
...8...32....927......7..5.2..1...7.1....8.9.....5.61.81.3...6.6..........2.85...,25,48,8,0,0,0,0,0,0,Easy
......61.6........498........1..842..8...6...9.2..578..7....9..1..5.2.4..4.6..2..,26,44,11,0,0,0,0,0,0,Easy
.219....4596.3.............76......2.15......9..5.4.......1..5..32..6...1..2..7..,24,67,15,1,0,1,0,4,4,Expert
3..6.....42158..6.....74.......582.6...26...4.......7..46..5..1...3....8.1.8..7..,27,43,11,0,0,0,0,0,0,Easy
..........4..7.3..9..8..2.4..8..5.2.......7.84....1...2.....51..5.......89.4....7,22,36,23,0,0,0,0,0,0,Easy
.9...83....4......15...6....67.....3.8.7..5..4..9.3..8.4...9.8...6.1..........97.,24,60,20,0,1,3,0,4,2,Expert
8.9.7.6.4....1..5....8..7..3..5..8...45..7....7.1.43......4..7...3...5..........3,24,27,30,0,0,0,0,0,0,Easy
...2..4.59......3.46....927...84...6...6.9.......53....78.2...3.....4....4.7.58..,26,61,9,1,0,0,0,2,2,Expert
85..7..1..6....82..73.6.5..2.58...4...4...6.....1..........4....8.6........35..6.,24,48,9,0,0,0,0,0,0,Easy
.7.4...1.2.3...65............6.175.2..5..3...8.....3...4..7...8..1...2..3...6.1..,24,49,8,0,0,0,0,0,0,Easy
....1....78.324...3.....6.......1.2....8...9.4317.........732.........76...18...4,24,48,12,4,0,0,0,3,2,Expert
.6...5....9.1.....7..3..6....58...3..7.....69.....128.3.....8.7......92.517......,24,50,7,0,0,0,0,0,0,Easy
..1..8..959....76........41.4.37...61.5.4..8.6......1....68.......73.....5.......,24,42,14,1,1,5,0,1,0,Expert
.1..956......68.17.........128..75........8...5...6..9.7.........3.7...5865...3..,25,41,15,0,0,0,0,0,0,Easy
6....81549.5......................82318.2.5...5......38.9..4.2....6..4..1.....9..,24,43,14,1,0,0,0,0,0,Intermediate
.....83.6..2.5..8..5.69...29...1...3......81..263....9......12.......6.48.9.2....,26,33,31,0,0,1,0,2,2,Expert
...69.724.....1.6.......5..9..8.....8..7.42.5....26.4..1.5.9....5..7...8....6.1..,26,44,9,2,0,0,0,2,0,Expert
......68..8...23.......7..4..3...2........8.1.25.7...35.....16.7...6......18.3..2,24,33,24,3,0,2,0,0,0,Intermediate
8....6....37.42..6.4.37.9..3..6.5..42..9.....4...273.87.9....5.....5.4...........,27,54,0,0,0,0,0,0,0,Simple
.3.............529.4...7......7..8......4.293...1...75.95.18....23..4..8...9.2.51,27,52,2,0,0,2,0,0,0,Intermediate
2...4.....54..3.2.91....6....8.2..6.....3.8941....6.5..8..1.............5.62...8.,25,41,15,2,0,0,0,0,0,Intermediate
5.8.1.7..........9.4698.5.2.1..46...........62.58..9.7.2.....9.......4.84.....2.5,27,45,7,2,0,0,0,2,0,Expert
...9....162145......4..........2....4..7.89...7....24.2976........2...6....5...7.,24,33,24,0,0,0,0,0,0,Easy
...39..242.6..7...9....187....62..8....9..7.6.......9..3.7...4...7.3.1.......29..,26,63,17,2,0,0,0,4,4,Expert
..17.4...3..612.......3......54.............2..45.13.78..3.......3.65.8.752.4...6,27,45,9,0,0,0,0,0,0,Easy
....34.7.3....5.811.7.8.6...54......9..3.1.........9.66.5..............843...91..,25,83,14,1,0,1,0,8,6,Expert
..67.2..9..9..6...32.9..8.....6............4.......358.8.35.4.7...4.....6....9..3,24,45,11,2,0,3,0,1,0,Expert
3.2...5..16.5.4.......7..8.8...35..64.7.....1.1.........4..8......7.3...75..46...,25,54,2,0,0,0,0,0,0,Easy
.7...5.6..1...3.79...4.6.58......8..5.13.......4..1........4...3.......77..9....6,23,40,18,0,0,0,0,0,0,Easy
1.5.793.......127....2.....8...359...3....8....4....1.5..9...4.7..........9514...,25,32,24,0,0,0,0,0,0,Easy
.7...1.....1..4...256..74.362....5..5.....7.6..7......13.2....4.....36.7..5.48..2,28,86,19,0,0,1,0,12,18,Expert
..1.2..3...7...4.........8.8...3...2975...1......5..4..13.457.....1....4..8..32..,25,51,5,0,0,0,0,0,0,Easy
..6.5.1..1....8..9..93..45....2.4.......1..2..68...9......426.....9.......31..84.,25,29,27,1,0,0,0,0,0,Intermediate
..85.26.12......5...9...7.88.........32....6..7....9.59.....1.....7..8..127..9...,25,55,1,0,0,0,0,0,0,Easy
..315..2.7...9.8....68..5.33985....2..56.7..8.......5........91.6....2....9...3..,27,40,14,1,0,0,0,0,0,Intermediate
6..59..2.5.978.4..78..6......2....9...71..68.8.....5....6.1...7........519.2.....,27,32,22,1,0,0,0,0,0,Intermediate
1.4......6...8.9.......31.........1.9......383.8..165..5.4...968........7.36...4.,25,50,17,1,0,1,0,5,6,Expert
5...3.8....2.9.3.57...46.92.9.......4...6....87.......9.8.7..3..6.45..28.....37..,28,53,0,0,0,0,0,0,0,Simple
........99...5.17.63..71.....47.2..619...5.3.....3..4....4......2...7.....531...7,26,41,14,2,0,0,0,0,0,Intermediate
..3...5.7.8.6.519.....8.......17.43.1...3.........9.....896.....5.8..76......43..,25,41,15,0,0,0,0,0,0,Easy
............4.215325...7.....6.9..3.1....3..7.27.1.6.46.3.75............9..1.....,25,60,7,1,0,0,1,2,2,Expert
.7..3...5..5..9..1..............5.6..1..94..7.4.3.75......7..4.13.9......94.5.8..,25,61,39,1,1,4,0,7,10,Expert
...5..9.43...8...........8.91.....6...6.......53.6.7.95..9...487..4.31....1...3..,25,40,14,3,0,0,0,2,0,Expert
..497..6.79.......3.5.......3..9728..7..4....2..5..49.9....2.......3......26..5..,25,25,31,0,0,0,0,0,0,Easy
.5...791.7.69.....1.453..68.....1.......6.8.3..74.........9......17...34...1..6..,26,68,12,1,1,0,0,3,2,Expert
4.........5..2....731.495..8...5.....2......7..9..1...51.37...9.........9..1...23,24,76,19,3,1,1,1,8,14,Expert
47.31..8.5........6...8............5..517..3....2.6.......4..5......82..3.25..4.8,24,40,23,0,0,1,0,2,2,Expert
....62...6.8.4.....3....65..9.4..8....59....2.8.......7.....3.8.5.2.8......3.7...,23,41,17,1,0,0,0,0,0,Intermediate
....13742....753.....2...8...7....9...9754....83...4..45.....2.....9....7..541...,27,46,8,0,0,0,0,0,0,Easy
...9.2784.57........96....3.6....3.8...2.9.........6..5....78..47..........3..2.6,24,45,12,0,0,0,0,0,0,Easy
..6......4..6..8...2........3.....8.2.7.83..6.8.4257.31..2.46......31..45.2..8...,28,46,7,0,0,0,0,0,0,Easy
.96.2..3.8...7.6....1...2..9.....5.35.2..9....87....2......3....18....6.7......85,25,48,7,1,0,3,0,1,0,Expert
...39...537.5...1.1..4.8...........15..91.4.3..9.....24..8......2.........31.2...,24,50,7,0,0,0,0,0,0,Easy
....814.........3.1..2.7..9...9......9..126...3......14.....3672..7.8.9.....4....,24,42,15,0,0,0,0,0,0,Easy
......4..7...2..685....89.7.9...42.6...5.1............4.1.895.2.......7.25.1.7.4.,27,51,2,1,1,2,0,1,0,Expert
..41....51.23.9....7....3...81....3......3917........2.3....2.4...9.27..5......8.,25,53,13,3,1,0,0,2,2,Expert
...6......148..3..8...94....26381...9............6.72.1..2.......84....3..9.7.6..,25,43,13,0,0,3,0,0,0,Intermediate
34...5.8....3..7...2..79..........456....43.8......672.3.4.........93...9.6.8.2..,26,39,16,1,0,0,0,0,0,Intermediate
.....5.....5..14..8...63...7....6.....3...1..5.4....8.4......9.6..758....389...6.,24,50,7,0,0,0,0,0,0,Easy
......2...5.2.........89.4.4.5.6...29....28...87.4...9..85...375.3...6...7..26...,27,46,8,0,0,0,0,0,0,Easy
......8...73...1........2...38.54.....4.1...6.12.7.5.....7...8..4...2..5...835.17,26,42,13,0,0,0,0,0,0,Easy
5.9.......64..8.9.8........4..2.91.5...45.7.6...1.....1.......7.....2..82.6.1...4,25,61,11,0,1,0,0,5,4,Expert
.........59......6..3....8..36..1..2.85..614....9..6..2.1..4..34...2..1.....5...9,25,48,8,0,0,0,0,0,0,Easy
........8..9...1..81.....6...8.6....6.....382..19....7..4.7...17.2.3684....2.4...,26,40,15,0,0,1,0,0,0,Intermediate
..5..9...63.74...5.24....96...86.........5.2..6...4.89.42.7........3...2....28.6.,27,47,7,0,0,0,0,0,0,Easy
21..4..5..5..2...4...7.5..8......4.....1.....723...1..3.8.125....9..3.8.....84.3.,27,38,16,0,0,0,0,0,0,Easy
.8...6.7.4......92..518......2.........7..5..67.....1.1....9......87.4...465....7,24,47,10,0,0,0,0,0,0,Easy
......2...3.527.8........71.9..8..5.5..6.21...8..3...6...15......6...........6937,25,35,21,0,0,0,0,0,0,Easy
..1.92....4.7.....97.85..........4..43.9...7....3..5...574...9.1....7..2..2......,24,39,18,1,0,0,0,0,0,Intermediate
7.8....4...1..689...94.....4.........9...2.3.....1..2......4...3..8..7.....19...6,22,42,17,0,0,0,0,0,0,Easy
.....9.1..693.57..1..6......1..946.79.4.....53....18.....537...4.3......6........,26,33,20,1,0,0,0,2,0,Expert
.96.8..3.....7.4....85..9....1....4..4.15..8..3.6..19......8..6...41.3.......9...,25,44,24,1,0,0,0,3,2,Expert
..71.8....1..2...6.6.9.5....92.....8.....39..7..8..12...5...2..1....7..5...6.....,24,27,30,0,0,0,0,0,0,Easy
83..54...9.........529...4....2..6.9..65.1...2..3.......9..85.2..4..2...........3,24,43,21,1,1,1,0,5,2,Expert
.1...2.8..8.....43...5..29.8....7......2........481..2.4......9..297...89.5....27,26,38,17,1,0,0,0,0,0,Intermediate
.....3.....31...8.69......1..9..5...371...5..8..7.........8...9.25.7...898.5..23.,26,93,24,3,1,2,2,9,12,Expert
.34.95...6..8..4.39...3..6.8.........7..2..1.....8..57..2....7.5..97.6......5...2,26,75,18,1,1,4,0,5,6,Expert
..98..6.......2....2.7........9.4..7..1.2.59.6...1.2..9.54.6...........1.72...48.,25,45,10,1,0,1,0,1,0,Expert
...294..6...76...9.....1.43...679........8.....6.4.5..24.....381.9....2.3....7.9.,27,49,9,2,1,4,0,2,2,Expert
....834...98.52.6......6....8.....7...6.....475.....3...7.6...94....9..5....7.3..,24,57,15,1,0,1,0,2,2,Expert
.7.....26.....27.4....9......3....1..413.....7.2.48.6..1....87.........3...823..9,25,32,24,0,0,0,0,0,0,Easy
.........712..6....5.3..4....3..1.925.7..3.6....94...3..17..32.4......19.........,25,38,17,4,0,4,0,1,0,Expert
.89.65...6.7.895...1.2.....153..............92.....81.8..3.......2.5....96..72..1,27,44,10,0,0,0,0,0,0,Easy
2...3..766.....1........29....27...3.1.34.52......1.4..4..62...3..7...5.5...1....,26,46,9,0,1,0,0,0,0,Intermediate
....492.8..82....91..7...4..8.1.46.7....3.4..9.76....2...89..2......3.76......8..,28,37,16,0,0,0,0,0,0,Easy
4..6....2.2...1....6.4....8...1...........76.6....29.4..2.8.5..89..7...6...9..2..,24,44,29,2,0,3,0,3,2,Expert
2..............7.3.85.......571....4.3..25.6.4....683......732.742.....81........,25,64,17,2,1,0,0,4,6,Expert
.4....1...29.....4...........1..8.3.49..........17.24....2..7...7641...3.....6..8,23,36,21,0,0,1,0,1,0,Expert
...95...83..8..572........3.86.....7...72.....7.6...5.15.2.9.3....53.12......18..,28,49,4,0,0,0,0,0,0,Easy
..2.5...7.......5....76.2.8...........75.9......83.....48...92.75.9.38.4.29..4..6,27,48,6,0,0,0,0,0,0,Easy
...67...9.29..4.6.7....2................57.2..4..3...71.....63.....2..9536.......,23,34,24,0,0,6,0,0,0,Intermediate
.2..5....8...7.9..5.3..4..22.4...8............8.9..4...9.58..47.6..42..9..76..2..,27,32,21,1,2,2,0,1,0,Expert
.7..1..5.5.32..94...1...3..2.5....6.3.7......94....125...12...4...5.36...........,26,42,11,6,0,0,0,2,0,Expert
.........4..29.75.....75.1....3..27..5....9......12..41.7..94....6..4..5.2.13....,26,52,19,2,0,0,0,2,2,Expert
.9...5.2..28316...1.7.....3.6...2..9.1...9..........8....5....8..26...1..76....52,26,43,12,0,0,0,0,0,0,Easy
....6......1.5..7....1.3..5.4.87..3...7...1..68.24.............72461.....587...6.,26,41,14,0,0,0,0,0,0,Easy
68........5....7....2...45...5..1.9...847.....1.2..6.74....5.1.....1...8.7.......,23,37,21,0,0,0,0,0,0,Easy
...75..244.....85.9...6...171.......5..241........5..........4.8...92..6...6.7.9.,25,48,8,0,0,0,0,0,0,Easy
.67....8...9.67..181...5.9.5...71....7..592........4.5.....8.......4.9..6....28..,26,48,7,0,0,0,0,0,0,Easy
.87.....6..6......9......4.8.23196.......8.2.79...6......16.2..2...8....6.12..83.,27,34,20,0,0,3,0,0,0,Intermediate
.6.....1.........5..1.8..34.3982..5..8..3...9.5.........3.64.8.9..3...6....2.854.,27,40,14,1,0,0,0,0,0,Intermediate
..5.2...72...9856.74.3.598.......6.....5.9.......4.......2..7.9.5....83.47...6...,27,44,10,0,0,0,0,0,0,Easy
8.......6.......3..2...4....1..68..2.....7641......5...6..7...4.8.4....3..453.72.,25,46,10,0,0,0,0,0,0,Easy
..8.5......9.....3.2536.8.4.56.249.....63...8...9..4...........8........7..4...2.,24,45,12,0,0,0,0,0,0,Easy
3.........5.673....78..4...8...3.69.5...8.1.7.69....53.8..1......4.....1.938.....,27,49,5,0,0,0,0,0,0,Easy
......9.4.2.5.837.9...4.85...7.6.............3....5..9..56...8.4..2..6...7.3...2.,25,41,15,0,0,0,0,0,0,Easy
.15....6.49..7..5.2........8.7..6.25...7...8...68..4.9.....1..4..2.......5.....16,25,38,18,0,0,0,0,0,0,Easy
..5........7.2.8616.1..3.2.....1.73......26.9.7.....52839....7...2...59..5..8....,28,63,5,2,0,2,0,4,6,Expert
...47....2.....3.6.......816.3..2..9.419.3.6..8...7...........439..8.1.2......89.,26,51,3,0,1,2,0,1,0,Expert
...6..7...2..4.8.6.7..93.5.648.......5..2...4....35......2.......7.....84...5..9.,24,32,25,1,0,0,0,0,0,Intermediate
.5.81392..6..5.......9..4.....2...9...956.28.....4..6152...........8.....8.4....2,26,52,3,0,0,0,0,0,0,Easy
9....1.7...59....68.6......6...8..2.13..2.98.2..7......2...6359....5.........82..,26,68,27,3,0,0,1,7,6,Expert
.....5.7...56..13..8..43....3..72....74.......5.....1.36......8.....4.6.2....1..7,24,32,25,0,0,0,0,0,0,Easy
..476...8..1.43..9.3...9......18..4.......83..1...6...69.....548.7...6....5......,25,38,22,2,0,0,0,2,2,Expert
.67.8....8.52.37.6..4.6..8..2....1......7........54.........5....14....8..8637..4,26,46,9,0,0,0,0,0,0,Easy
3.174........12...2....5.3.594...7..1.........7......9..2.......4....57.7...9.6.4,24,40,20,1,0,1,1,2,2,Expert
...5..6.13....6.2862.......8..6.3.9.........3.1..8..4..6.......2.8.......4.....39,23,34,23,1,0,1,0,1,0,Expert
1.2...3.6.3642............7.731.96..2..6..9...1..5..433.5....14..........27......,27,44,10,3,0,1,0,0,0,Intermediate
9......2..3..5.7......68......321.........1.9.73.8.6....957...8....1.9.7.....63..,25,48,8,0,0,0,0,0,0,Easy
..8...1........4.2...1.9.87........9...2.87..9......53..472.31.....5.2..1..8...7.,25,47,17,2,0,1,0,3,2,Expert
..6.1.3........4..824....79.8.47....27..8..4....9.............1.....398..4....62.,24,48,17,0,0,0,0,3,2,Expert
2...5.....6..79....4...8.1.71.....49.84....5....2.6.....8..........179..5......2.,23,84,16,1,0,2,0,4,4,Expert
...8.......25.3..7..41...5..75....18..1..5..3..........4..92.7.2.7....3..183..2..,26,42,12,2,1,0,0,1,0,Expert
.1.........9.3.1..246...7.99.34....2.....3.71..27.96....5....96.3.....2......4...,26,35,20,0,0,0,0,0,0,Easy
............41........6.87..3.......5.7.963...8.73.6..9......45..85.9..6..6.4.18.,26,62,28,1,1,1,0,5,6,Expert
37...8...6.....3....12.4....3..1.....8...24.3.94...27......6.1.........7...9.1..8,24,48,9,0,0,0,0,0,0,Easy
.4..786...8..3.4.....9...2....7.39..8.1....4..3..9...8..724.1............6....3..,24,44,13,0,0,0,0,0,0,Easy
..2......5....2.7..3.6...4.2.73......637..8...........7...3.46..2..9...8..6..8.59,25,38,18,0,0,0,0,0,0,Easy
.............5.......126.48..42916..5...3..........2..95....4..4...18.951.6..5.3.,26,46,9,2,0,0,0,0,0,Intermediate
.3..5...2........7654.8....9..2...8.4....756....34......9......2.5.3.........67..,23,40,18,0,0,0,0,0,0,Easy
.3......87512.96..8...........5.2..62........1.6....9....96...53......8....378...,24,45,12,0,0,0,0,0,0,Easy
6.2.39...19.87.2......6...4.........9....8...71...6.832.6.1.94.................76,25,51,5,1,0,0,0,0,0,Intermediate
7......45......1....9.3....4.......7....87.6.5.....91....65....6...94.7....1.349.,24,45,12,3,0,0,0,0,0,Intermediate
.94.8.1.....7.49.87.6.13...............4.7.1...86...4...3...6..81....7..5.......9,25,38,17,1,1,4,0,1,0,Expert
...6.8.9....4...3.7....5..8.2..5.....34.6.7..867.94...37....8...9.....6.2....3...,26,46,20,0,1,1,0,2,2,Expert
..9....4.4...2.6..5.1.87..2.........9..........2..4.75.27........8642.17.9.8...6.,26,52,3,0,0,0,0,0,0,Easy
..1.....9.97.358.1........27.4.......832..9.........75.........93...8...5..3.9.18,25,40,23,0,0,0,0,2,2,Expert
24.5.....9..........5143.27.1..65.3...2....6..7..2..14...21.........4......759...,26,53,2,0,0,1,0,0,0,Intermediate
